,id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
580,10.2307/2278026,10.2307/2278026,Back Matter,,Journal of the American Statistical Association,28,181,1933-03-01T00:00:00Z,,American Statistical Association,mis,,
581,10.2307/2287802,10.2307/2287802,,Peter Schmidt,Journal of the American Statistical Association,77,377,1982-03-01T00:00:00Z,p. 217,American Statistical Association,brv,Exercises in Econometrics (Vols. I and II)|P. C. B. Phillips;M. R. Wickens,
582,10.2307/2288121,10.2307/2288121,A Method for Comparing Two Hierarchical Clusterings: Comment,M. Anthony Wong,Journal of the American Statistical Association,78,383,1983-09-01T00:00:00Z,pp. 582-583,American Statistical Association,fla,,
583,10.2307/2290030,10.2307/2290030,Regression Estimates in Federal Welfare Quality Control Programs: Comment,Alan H. Dorfman,Journal of the American Statistical Association,85,411,1990-09-01T00:00:00Z,pp. 869-870,American Statistical Association,fla,,
584,10.2307/2289280,10.2307/2289280,A Look Backward on the Occasion of the Centenary of JASA,Stephen M. Stigler,Journal of the American Statistical Association,83,403,1988-09-01T00:00:00Z,pp. 583-587,American Statistical Association,fla,,"In celebration of the centenary of the Journal of the American Statistical Association (JASA), this article briefly recounts the history of the early publications of this association and reprints extracts from the first two volumes of JASA. In these extracts questions of enduring interest are emphasized, including census undercount and adjustment, statistical computation, and the nature of the discipline of statistics."
585,10.2307/2290247,10.2307/2290247,,Roderick P. McDonald,Journal of the American Statistical Association,87,419,1992-09-01T00:00:00Z,p. 908,American Statistical Association,brv,Evaluation of Measurement Instruments by Meta-Analysis of Multitrait Multimethod Studies.|W. E. Saris;A. van Meurs,
586,10.2307/2280535,10.2307/2280535,,Harold A. Freeman,Journal of the American Statistical Association,46,255,1951-09-01T00:00:00Z,pp. 409-410,American Statistical Association,brv,La Methode Statistique dans L'Industrie.|Andre-G Laurent,
587,10.2307/2286339,10.2307/2286339,Nonparametric Multiple Comparison Procedures,"J. J. Shuster, James M. Boyett",Journal of the American Statistical Association,74,366,1979-06-01T00:00:00Z,pp. 379-382,American Statistical Association,fla,,"A general nonparametric methodology for performing multiple comparisons of treatment effects in r-way mixed models is presented. Comparisons can be made among all treatments or for several treatments against a control. The methods can be used on either the raw data or ranked data. Essentially, we perform M permutations of the observations, consistent with our experimental design. For the comparison of all treatments, any ""treatment differences"" that are larger than 95 percent of the ""simulated ranges"" are declared significantly different. Similar methods are also developed for one-sided treatments versus control multiple comparison."
588,10.2307/2290995,10.2307/2290995,Fast Very Robust Methods for the Detection of Multiple Outliers,A. C. Atkinson,Journal of the American Statistical Association,89,428,1994-12-01T00:00:00Z,pp. 1329-1339,American Statistical Association,fla,,"A few repeats of a simple forward search from a random starting point are shown to provide sufficiently robust parameter estimates to reveal masked multiple outliers. The stability of the patterns obtained is exhibited by the stalactite plot. The robust estimators used are least median of squares for regression and the minimum volume ellipsoid for multivariate outliers. The forward search also has potential as an algorithm for calculation of these parameter estimates. For large problems, parallel computing provides appreciable reduction in computational time."
589,10.2307/2283204,10.2307/2283204,"Small Sample Bias Due to Misspecification in the ""Partial Adjustment"" and ""Adaptive Expectations"" Models",Roger N. Waud,Journal of the American Statistical Association,61,316,1966-12-01T00:00:00Z,pp. 1130-1152,American Statistical Association,fla,,"The ""partial adjustment"" and ""adaptive expectations"" models are simply special cases of a more general model. This fact has not been commonly recognized by investigators who have used one or the other of these two models in empirical economic research. An examination of the results of small sample experiments shows that the bias in the estimated regression coefficients and the estimated mean lag which occurs when either one of the models is fitted by least squares to data generated by the more general model is quite serious. Also it is found that the spread of the distribution of these estimates is very sensitive to this misspecification. The departures from normality of these distributions are notable for the smallest sample sizes examined, but perhaps less significant in view of the severity of the other problems noted."
590,10.2307/2284095,10.2307/2284095,Application of the Structural Model to Censored Data,E. A. Maxwell,Journal of the American Statistical Association,68,342,1973-06-01T00:00:00Z,pp. 440-444,American Statistical Association,fla,,"Structural probabilities for parameter values are derived for a class of problems with censored data. A measure of the efficiency of inferences from censored samples relative to inferences from full samples is defined. The methods are applied to the rectangular distribution over (μ,μ + σ)."
591,10.2307/2278656,10.2307/2278656,,Irving Fisher,Journal of the American Statistical Association,27,180,1932-12-01T00:00:00Z,pp. 455-456,American Statistical Association,brv,The Revision of the Price Index Numbers.|T. Sheng,
592,10.2307/2287688,10.2307/2287688,,C. J. Park,Journal of the American Statistical Association,75,371,1980-09-01T00:00:00Z,p. 756,American Statistical Association,brv,Urn Models and Their Application: An Approach to Modern Discrete Probability Theory.|Norman L. Johnson;Samuel Kotz,
593,10.2307/2281418,10.2307/2281418,,Milton Gilbert,Journal of the American Statistical Association,52,277,1957-03-01T00:00:00Z,pp. 113-114,American Statistical Association,brv,British Incomes and Savings.|H. F. Lydall,
594,10.2307/2289156,10.2307/2289156,Simultaneous Confidence Bounds in Multiple Regression Using Predictor Variable Constraints,Daniel Q. Naiman,Journal of the American Statistical Association,82,397,1987-03-01T00:00:00Z,pp. 214-219,American Statistical Association,fla,,"This article presents a method for approximating the coverage probability of simultaneous confidence bounds for multiple regression functions when the vector of predictor variables is constrained to lie in a polyhedral convex set. The method is useful because it allows one to construct simultaneous confidence intervals with prescribed coverage probability for the regression function evaluated at various settings of the predictor variables, which are narrower than bounds obtained without using the predictor variable constraints. For a family of two-sided simultaneous confidence bounds that includes Scheffe-type and constant-width bounds, the probability of coverage is related to the distribution of the maximum Euclidean norm of the projection onto a polyhedral cone for a pair of random vectors with known joint distribution. An analogous relation holds for one-sided bounds. If an algorithm for computing the projection onto the cone is available, then these results enable one to use the Monte Carlo method to approximate the coverage probabilities of bounds. Particular attention is given to the case in which lower and upper bounds can be specified for each of the predictor variables so that the constraint region for bounding the regression function is rectangular. An efficient algorithm for calculating projections onto the appropriate cone for rectangular constraint regions, which facilitates coverage probability approximation of Scheffe-type bounds, is presented. This algorithm is used to calculate approximate critical points of Scheffe-type bounds for some specific designs and constraint regions and we show that substantial improvements for one-sided bounds and modest improvements for two-sided bounds over the conservative bounds of Casella and Strawderman (1980) may be obtained."
595,10.2307/30045222,10.2307/30045222,,Walter Gander,Journal of the American Statistical Association,98,461,2003-03-01T00:00:00Z,pp. 254-255,American Statistical Association,brv,From Elementary Probability to Stochastic Differential Equations with MAPLE|Sasha Cyganowski;Peter Kloeden;Jerzy Ombach,
596,10.2307/2278552,10.2307/2278552,,Clifford L. James,Journal of the American Statistical Association,30,189,1935-03-01T00:00:00Z,pp. 137-138,American Statistical Association,brv,Industrial Policy of India.|C. N. Vakil;M. C. Munshi,
597,10.2307/2286121,10.2307/2286121,Corrigenda: Approximating the Lower Binomial Confidence Limit.,"T. W. Anderson, Herman Burstein",Journal of the American Statistical Association,64,328,1969-12-01T00:00:00Z,p. 1699,American Statistical Association,fla,,
598,10.2307/2670287,10.2307/2670287,Combining Incomplete Information from Independent Assessment Surveys for Estimating Masonry Deterioration,"William B. Fairley, Alan J. Izenman, Steven M. Crunk",Journal of the American Statistical Association,96,454,2001-06-01T00:00:00Z,pp. 488-499,American Statistical Association,fla,,"Construction materials used in building structures, such as masonry, wood, and reinforced concrete, deteriorate over time because of many factors including poor design, defective materials or manufacture, and poor workmanship. This article is concerned with estimates of masonry deterioration and the effects of covariates on the damage to bricks on the walls of five multiple-story buildings of a residential complex located in the Bronx, New York. In this case study, the damage of primary interest was a ""spall,"" a physical separation of a portion of the brick face from the body of the brick. Eventually, the face becomes so damaged that portions fall off. The result is an unattractive appearance and a hazard to passersby. In this study, spall damage was assessed by means of three different and independent condition assessment surveys: an expensive, precise, and hence very limited scaffold drop survey and two additional inexpensive, but more detailed photographic and visual surveys. The photographic survey was obtained by photographing the walls of the entire residential complex, and the visual survey was done by individuals walking around the periphery of each building and making a visual assessment of the damage to each wall. In the photographic survey, a large amount of incomplete data was unavoidable because of either poor photo angles or various physical obstructions. A binomial regression model using four categorical explanatory variables or factors was fitted to the observed photographic spall data. Sparseness of the data, the presence of outliers, and overdispersion were major problems encountered in selecting and fitting a suitable model. A small pilot survey, in which the relevant portions of the photographic and visual surveys were matched to 11 drop locations of the scaffold survey, recorded spall counts using each survey method. From this pilot survey, photographic and visual spall data were calibrated to the scaffold drop survey data. It was determined that of the two surveys, only the photographic spall survey was needed to predict scaffold spalls. The estimate of total damage from the photographic survey was then adjusted using the calibration results. Finally, a multiple imputation procedure was used to impute values for the missing data and obtain an estimate (and its standard error) of the true spall rate over the entire residential complex. Sources of uncertainty to factfinders in legal trials are discussed and illustrated through the present case."
599,10.2307/2281846,10.2307/2281846,,C. H.,Journal of the American Statistical Association,57,300,1962-12-01T00:00:00Z,p. 945,American Statistical Association,brv,An Index of Mathematical Tables.|A. Fletcher;J. C. P. Miller;L. Rosenhead;L. J. Comrie,
600,10.2307/27639843,10.2307/27639843,Empirical Likelihood Inference in Nonlinear Errors-in-Covariables Models with Validation Data,"Winfried Stute, Liugen Xue, Lixing Zhu",Journal of the American Statistical Association,102,477,2007-03-01T00:00:00Z,pp. 332-346,American Statistical Association,fla,,"In this article we study inference in parametric—nonparametric errors-in-covariables regression models using an empirical likelihood approach based on validation data. It is shown that the asymptotic behavior of the proposed estimator depends on the ratio of the sizes of the primary sample and the validation sample, respectively. Unlike cases without measurement errors, the limit distribution of the estimator is no longer tractable and cannot be used for constructing confidence regions. Monte Carlo approximations are employed to simulate the limit distribution. To increase the coverage accuracy of confidence regions, two adjusted empirical likelihood estimators are recommended, which in the limit have a standard chi-squared distribution. A simulation study is carried out to compare the proposed methods with other existing methods. The new methods outperform the least squares method, and one of them works better than simulation—extrapolation (SIMEX) estimation, even when the restrictive model assumptions needed for SIMEX are satisfied. An application to a real dataset illustrates our new approach."
601,10.2307/2279516,10.2307/2279516,,Homer B. Vanderblue,Journal of the American Statistical Association,34,207,1939-09-01T00:00:00Z,pp. 614-615,American Statistical Association,brv,Cases on Public Utility Regulation.|Irston R. Barnes,
602,10.2307/2284775,10.2307/2284775,Spatial and Temporal Effects in Residential Sales Prices,Paul B. Slater,Journal of the American Statistical Association,68,343,1973-09-01T00:00:00Z,pp. 554-561,American Statistical Association,fla,,"To assess the extent of the impact upon housing prices of the introduction of a modern suburban rapid transit service, a two-way unbalanced analysis of variance model is estimated with residential sales price data. Inflationary and time stable neighborhood effects are accounted for in this manner. The first term of the singular decomposition of the interaction matrix summarizes the interaction, and may indicate the nature of the impact. Since the residuals from the additive model are too dispersed and negatively skewed to be normally distributed, the application of outlier-editing and robust estimation procedures is discussed."
603,10.2307/2280246,10.2307/2280246,,E. J. G. Pitman,Journal of the American Statistical Association,44,247,1949-09-01T00:00:00Z,pp. 454-455,American Statistical Association,brv,Rank Correlation.|Maurice G. Kendall,
604,10.2307/2286006,10.2307/2286006,The Bayes/Non-Bayes Compromise and the Multinomial Distribution,"Irving John Good, James Flinn Crook",Journal of the American Statistical Association,69,347,1974-09-01T00:00:00Z,pp. 711-720,American Statistical Association,fla,,"Compromises between Bayesian and non-Bayesian significance testing are exemplified by examining distributions of criteria for multinominal equiprobability. They include Pearson's X<sup>2</sup>, the likelihood-ratio, the Bayes factor F, and a statistic G that previously arose from a Bayesian model by ""Type II Maximum Likelihood."" Its asymptotic distribution, implied by the theory of the ""Type II Likelihood Ratio,"" is remarkably accurate into the extreme tail. F too can be treated as a non-Bayesian criterion and is almost equivalent to G. The relationship between F and its own tail area sheds further light on the relationship between Bayesian and ""Fisherian"" significance."
605,10.2307/2280939,10.2307/2280939,Statistical Abstracts,,Journal of the American Statistical Association,49,266,1954-06-01T00:00:00Z,pp. 371-377,American Statistical Association,mis,,
606,10.2307/2288659,10.2307/2288659,On the Small-Sample Properties of the Olkin-Sobel-Tong Estimator of the Probability of Correct Selection,"Frederick W. Faltin, Charles E. McCulloch",Journal of the American Statistical Association,78,382,1983-06-01T00:00:00Z,pp. 464-467,American Statistical Association,fla,,"In the problem of selecting the best of k populations, Olkin, Sobel, and Tong (1976) have introduced the important idea of a posteriori analysis of the data (as opposed to the usual formulation), in which design of the experiment is the major consideration. They considered the large-sample properties of an estimator that has been discussed further by Gibbons, Olkin, and Sobel (1977), Gupta and Panchapakesan (1979), and Tong (1980). In this article we study the small-sample performance of the Olkin, Sobel, and Tong estimator, analytically for k = 2 populations and via Monte Carlo simulation for k ≥ 2 populations in the normal means, common, known variance case. This small-sample performance is found to have some serious shortcomings."
607,10.2307/2286551,10.2307/2286551,,Michael Sutherland,Journal of the American Statistical Association,73,361,1978-03-01T00:00:00Z,pp. 215-217,American Statistical Association,brv,"The Analysis of Frequency Data.|Shelby J. Haberman, Discrete Multivariate Analysis.|Stephen E. Fienberg;Paul W. Holland;Richard J. Light;Frederick Mosteller;Yvonne M. M. Bishop",
608,10.2307/2282969,10.2307/2282969,Notes About Authors,,Journal of the American Statistical Association,58,301,1963-03-01T00:00:00Z,pp. 247-249,American Statistical Association,mis,,
609,10.2307/2669866,10.2307/2669866,,Gary Tasker,Journal of the American Statistical Association,93,443,1998-09-01T00:00:00Z,p. 1233,American Statistical Association,brv,Regional Frequency Analysis: An Approach Based on L-Moments|J. R. M. Hosking;J. R. Wallis,
610,10.2307/2290358,10.2307/2290358,,Terry M. Therneau,Journal of the American Statistical Association,88,422,1993-06-01T00:00:00Z,pp. 698-699,American Statistical Association,brv,Generalized Linear Models (2nd ed.).|P. McCullagh;J. A. Nelder,
611,10.2307/2282350,10.2307/2282350,,Harvey M. Wagner,Journal of the American Statistical Association,56,293,1961-03-01T00:00:00Z,pp. 175-176,American Statistical Association,brv,Analyses of Industrial Operations.|Edward H. Bowman;Robert B. Fetter,
612,10.2307/2283256,10.2307/2283256,Multivariate Acceptance Sampling Procedures for General Specification Ellipsoids,Melvin F. Shakun,Journal of the American Statistical Association,60,311,1965-09-01T00:00:00Z,pp. 905-913,American Statistical Association,fla,,"The multivariate acceptance sampling problem is discussed and a solution for a particular sub-class of the general problem developed. This is where the related quality variables have a multivariate normal distribution with known covariance matrix, and where the specification region may be set in the form of a general ellipsoid. Single sampling acceptance procedures by variables for fraction defective are developed. Methods are given for determining the sample size n and acceptance number c so as to achieve desired operating characteristics."
613,10.2307/2277892,10.2307/2277892,,Robert Murray Haig,Journal of the American Statistical Association,27,177,1932-03-01T00:00:00Z,pp. 103-106,American Statistical Association,brv,Research in Public Finance in Relation to Agriculture--Scope and Method.|John D. Black,
614,10.2307/2286398,10.2307/2286398,A General Algorithm for Estimating a Markov-Generated Increment-Decrement Life Table with Applications to Marital-Status Patterns,"Robert Schoen, Kenneth C. Land",Journal of the American Statistical Association,74,368,1979-12-01T00:00:00Z,pp. 761-776,American Statistical Association,fla,,"Extant methods of estimating increment-decrement life tables (IDLT's) are based on the assumption that the forces of transition from state to state are constant within each interval of time (age) examined. A general algorithm for estimating the functions of a (k + 1)-state Markovian IDLT is set forth herein, which treats the constant-forces assumption as a special case. Three different kinds of probabilities, called p, π, and ξ probabilities, are identified, and their properties are discussed. Particular attention is focused on the three-state case in which the survival functions are assumed to be linear within each age interval, and such a model is applied to the analysis of marital dissolution and remarriage using data for females in Sweden, cohort born 1930-34."
615,10.2307/27639946,10.2307/27639946,Robust Modeling for Inference From Generalized Linear Model Classes,"Maengseok Noh, Youngjo Lee",Journal of the American Statistical Association,102,479,2007-09-01T00:00:00Z,pp. 1059-1072,American Statistical Association,fla,,"Generalized linear models (GLMs) are widely used for data analysis; however, their likelihood estimators can be sensitive to outliers. We propose new statistical models that allow robust inferences from the GLM class of models, including Poisson and binomial GLMs, and their extension to generalized linear mixed models. The likelihood score equations from the new models give estimators with bounded influence, so that the resulting estimators are robust against outliers while maintaining high efficiency in the absence of outliers."
616,10.2307/2287208,10.2307/2287208,,Dean W. Wichern,Journal of the American Statistical Association,75,372,1980-12-01T00:00:00Z,pp. 1036-1037,American Statistical Association,brv,Statistical Inference for Management and Economics.|David V. Huntsberger;D. James Croft;Patrick Billingsley,
617,10.2307/27590467,10.2307/27590467,,Kenneth S. Berenhaut,Journal of the American Statistical Association,99,467,2004-09-01T00:00:00Z,pp. 903-904,American Statistical Association,brv,Advanced Calculus with Applications in Statistics|Andrè I. Khuri,
618,10.2307/2278416,10.2307/2278416,,Joseph M. Gillman,Journal of the American Statistical Association,31,195,1936-09-01T00:00:00Z,pp. 651-652,American Statistical Association,brv,Labor Fact Book.,
619,10.2307/2278166,10.2307/2278166,An Open Letter,M. Greenwood,Journal of the American Statistical Association,27,179,1932-09-01T00:00:00Z,p. 310,American Statistical Association,edi,,
620,10.2307/2669898,10.2307/2669898,,SW,Journal of the American Statistical Association,93,443,1998-09-01T00:00:00Z,p. 1251,American Statistical Association,brv,Mathematical Tools for Applied Multivariate Analysis|J. Douglas Caroll;Paul E. Green;Anil Chaturvedi,
621,10.2307/2287889,10.2307/2287889,Exploring an Ozone Spatial Time Series in the Frequency Domain,Scott L. Zeger,Journal of the American Statistical Association,80,390,1985-06-01T00:00:00Z,pp. 323-331,American Statistical Association,fla,,"In 1974, atmospheric scientists (Molina and Rowland; Cicerone et al.) first postulated that man-made chemicals known as CFC's (e.g., freon) deplete the earth's ozone when released into the atmosphere. This article presents an exploratory data analysis (EDA) of a spatial time series of ozone measurements. Frequency domain techniques for the EDA are introduced and used to graphically display global, long-term trends relevant to the CFC issue. My intention is to illustrate the effectiveness of a frequency domain approach to exploring a spatial time series."
622,10.2307/2282296,10.2307/2282296,,H. Lubell,Journal of the American Statistical Association,56,294,1961-06-01T00:00:00Z,pp. 448-449,American Statistical Association,brv,Europe's Coal and Steel Community: An Experiment in Economic Union.|Louis Lister,
623,10.2307/2278955,10.2307/2278955,Relation Between Seasonal Amplitudes and the Level of Production--An Application to the Production of Steel Ingots,Gustave S. Juliber,Journal of the American Statistical Association,36,216,1941-12-01T00:00:00Z,pp. 485-492,American Statistical Association,fla,,
624,10.2307/2284592,10.2307/2284592,Linear Estimation of the Location and Scale Parameters of the Cauchy Distribution Based on Sample Quantiles,Lai K. Chan,Journal of the American Statistical Association,65,330,1970-06-01T00:00:00Z,pp. 851-859,American Statistical Association,fla,,"The asymptotically best linear estimate of the location or scale parameter, assuming one is known, based on a few, say k, order statistics selected from a large sample is considered. Through an analytic approach, some spacings (a spacing is a set of proportions <latex>$0 < \lambda_1 < \lambda_2 < \cdots < \lambda_k < 1$</latex>) are proposed such that the asymptotically best linear estimates based on the sample quantiles <latex>$x_{\lbrack n\lambda_1\rbrack} < x_{\lbrack n\lambda_2 \rbrack} < \cdots < x_{\lbrack n\lambda_k\rbrack}$</latex> determined by them have high efficiencies compared with those based on most other choices of spacings. Coefficients of the sample quantiles in these estimates are computed for k = 1(1) 10. These estimates yield more than 92 percent asymptotic relative efficiencies (in the Cramer-Rao sense) for k ≥ 4. It is also found that the asymptotically best linear estimate of the parameters, when both of them are unknown, determined by the spacings {i/(k + 1), i = 1, 2, ⋯, k} have joint asymptotic relative efficiencies <tex-math>$\geq65$</tex-math> percent for all <latex>$k > 2$</latex>."
625,10.2307/2287099,10.2307/2287099,Parametric Empirical Bayes Inference: Theory and Applications: Comment,James Berger,Journal of the American Statistical Association,78,381,1983-03-01T00:00:00Z,pp. 55-57,American Statistical Association,fla,,
626,10.2307/2669387,10.2307/2669387,On Profile Likelihood: Comment,"Peter J. Bickel, Ya'acov Ritov",Journal of the American Statistical Association,95,450,2000-06-01T00:00:00Z,pp. 466-468,American Statistical Association,fla,,
627,10.2307/2288522,10.2307/2288522,,V. Ramaswami,Journal of the American Statistical Association,80,391,1985-09-01T00:00:00Z,pp. 786-787,American Statistical Association,brv,Queues and Point Processes.|Peter Franken;Dieter Konig;Ursula Arndt;Volker Schmidt,
628,10.2307/2281657,10.2307/2281657,,Emanuel Parzen,Journal of the American Statistical Association,57,298,1962-06-01T00:00:00Z,pp. 505-506,American Statistical Association,brv,Time Series Analysis.|E. J. Hannan,
629,10.2307/2288217,10.2307/2288217,,David R. Brillinger,Journal of the American Statistical Association,78,384,1983-12-01T00:00:00Z,pp. 986-987,American Statistical Association,brv,Statistical Analysis of Weather Modification Experiments.|Edward J. Wegman;Douglas J. DePriest,
630,10.2307/2278244,10.2307/2278244,Housing Conditions in America,Nathanael H. Engle,Journal of the American Statistical Association,30,189,1935-03-01T00:00:00Z,pp. 288-294,American Statistical Association,fla,,
631,10.2307/2288892,10.2307/2288892,,Glenn Firebaugh,Journal of the American Statistical Association,83,402,1988-06-01T00:00:00Z,pp. 570-571,American Statistical Association,brv,Sociological Methodology 1986.|Nancy Brandon Tuma,
632,10.2307/2278338,10.2307/2278338,Conference on National Income and Wealth,,Journal of the American Statistical Association,31,193,1936-03-01T00:00:00Z,pp. 130-131,American Statistical Association,mis,,
633,10.2307/2283803,10.2307/2283803,,S. K. Katti,Journal of the American Statistical Association,62,320,1967-12-01T00:00:00Z,pp. 1508-1509,American Statistical Association,brv,The Design and Analysis of Scientific Experiments.|K. C. Peng,
634,10.2307/2291073,10.2307/2291073,Computing Bayes Factors Using a Generalization of the Savage-Dickey Density Ratio,"Isabella Verdinelli, Larry Wasserman",Journal of the American Statistical Association,90,430,1995-06-01T00:00:00Z,pp. 614-618,American Statistical Association,fla,,"We present a simple method for computing Bayes factors. The method derives from observing that in general, a Bayes factor can be written as the product of a quantity called the Savage-Dickey density ratio and a correction factor; both terms are easily estimated from posterior simulation. In some cases it is possible to do these computations without ever evaluating the likelihood."
635,10.2307/2291374,10.2307/2291374,,RJ,Journal of the American Statistical Association,90,431,1995-09-01T00:00:00Z,p. 1136,American Statistical Association,brv,Selected Papers of C. R. Rao|C. R. Rao;S. Das Gupta;J. K. Ghosh;S. K. Mitra;A. C. Mukhopadhyay;Y. R. Sarma;P. S. S. N. V. P. Rao,
636,10.2307/2286120,10.2307/2286120,Corrigenda: Bayesian Approach to Life Testing and Reliability Estimation,Samir Kumar Bhattacharya,Journal of the American Statistical Association,64,328,1969-12-01T00:00:00Z,p. 1699,American Statistical Association,fla,,
637,10.2307/2280925,10.2307/2280925,,Edwin R. Henry,Journal of the American Statistical Association,52,279,1957-09-01T00:00:00Z,pp. 409-410,American Statistical Association,brv,Appraisals of Supervisors and Attitudes of Their Employees in an Electric Power Company.|Floyd Mann;James Dent,
638,10.2307/2291750,10.2307/2291750,An EM Algorithm Fitting First-Order Conditional Autoregressive Models to Longitudinal Data,Christopher H. Schmid,Journal of the American Statistical Association,91,435,1996-09-01T00:00:00Z,pp. 1322-1330,American Statistical Association,fla,,An EM algorithm fits a state-space formulation of the longitudinal regression model in which a continuous response depends on the lagged response and both time-dependent and time-independent covariates. The baseline response depends only on covariates. The model handles both missing data and Gaussian measurement error on both response and continuous covariates. The E step uses the Kalman filter and associated filtering algorithms to update the unknown true response and predictor series for the observed data. The M step uses standard closed-form Gaussian results. Standard errors come from the supplemented EM (SEM) algorithm. The model accurately fits 6 years of pulmonary function measurements on 158 children with many missing observations.
639,10.2307/2965396,10.2307/2965396,"Bayesian Demography: Projecting the Iraqi Kurdish Population, 1977-1990","Beth Osborne Daponte, Joseph B. Kadane, Lara J. Wolfson",Journal of the American Statistical Association,92,440,1997-12-01T00:00:00Z,pp. 1256-1267,American Statistical Association,fla,,"Projecting populations that have sparse or unreliable data, such as those of many developing countries, presents a challenge to demographers. The assumptions that they make to project data-poor populations frequently fall into the realm of ""educated guesses,"" and the resulting projections, often regarded as forecasts, are valid only to the extent that the assumptions on which they are based reasonably represent the past or future, as the case may be. These traditional projection techniques do not incorporate a demographer's assessment of uncertainty in the assumptions. Addressing the challenges of forecasting a data-poor population, we project the Iraqi Kurdish population using a Bayesian approach. This approach incorporates a demographer's uncertainty about past and future characteristics of the population in the form of elicited prior distributions."
640,10.2307/2289817,10.2307/2289817,,John I. Marden,Journal of the American Statistical Association,85,410,1990-06-01T00:00:00Z,pp. 598-599,American Statistical Association,brv,Robustness of Statistical Tests.|Takeaki Kariya;Bimal K. Sinha,
641,10.2307/2281701,10.2307/2281701,Estimation of Parameters From Incomplete Multivariate Samples,"George E. Nicholson, Jr.",Journal of the American Statistical Association,52,280,1957-12-01T00:00:00Z,pp. 523-526,American Statistical Association,fla,,The problem considered is that of using all of the observations in a sample of multivariate observations when for some of the observations values for certain of the characters are missing. This paper extends results obtained for estimation of the parameters in special cases to the general p-variate case and presents the solution to the problem of what use may be made of data from incomplete multivariate samples when the interest lies in the prediction of one character from a knowledge of the rest. It is concluded that for purposes of prediction no use can be made of incomplete samples. Under certain circumstances all the observations in an incomplete sample can be used to construct improved estimators. Application of the results to multivariate normal distributions truncated on one or more characters is mentioned.
642,10.2307/2286648,10.2307/2286648,Corrigenda: Selection of Trimming Proportions for Robust Adaptive Trimmed Means,P. Prescott,Journal of the American Statistical Association,73,363,1978-09-01T00:00:00Z,p. 691,American Statistical Association,fla,,
643,10.2307/2278685,10.2307/2278685,,S. S. Wilks,Journal of the American Statistical Association,31,196,1936-12-01T00:00:00Z,pp. 760-762,American Statistical Association,brv,Statistical Research Memoirs.|J. Neyman;E. S. Pearson,
644,10.2307/2288530,10.2307/2288530,Publications Received,,Journal of the American Statistical Association,80,391,1985-09-01T00:00:00Z,pp. 790-791,American Statistical Association,mis,,
645,10.2307/2281610,10.2307/2281610,,Jesse W. Markham,Journal of the American Statistical Association,55,292,1960-12-01T00:00:00Z,pp. 763-764,American Statistical Association,brv,"Merger Movements in American Industry, 1895-1956|Ralph L. Nelson",
646,10.2307/2285704,10.2307/2285704,,Richard J. Beckman,Journal of the American Statistical Association,69,346,1974-06-01T00:00:00Z,p. 577,American Statistical Association,brv,Biometrika Tables for Statisticians. Volume II.|E. S. Pearson;H. O. Hartley,
647,10.2307/2281071,10.2307/2281071,The Mathematical Basis for the Bean Method of Graphic Multiple Correlation,Richard J. Foote,Journal of the American Statistical Association,48,264,1953-12-01T00:00:00Z,pp. 778-788,American Statistical Association,fla,,
648,10.2307/2290484,10.2307/2290484,,Hari Mukerjee,Journal of the American Statistical Association,87,417,1992-03-01T00:00:00Z,p. 254,American Statistical Association,brv,Non-Standard Rank Tests.|Arnold Janssen;David M. Mason,
649,10.2307/2670247,10.2307/2670247,Monte Carlo Deconvolution of Digital Signals Guided by the Inverse Filter,"Ker-Chau Li, Kerby Shedden",Journal of the American Statistical Association,96,455,2001-09-01T00:00:00Z,pp. 1014-1021,American Statistical Association,fla,,"Digital deconvolution concerns the restoration of an underlying discrete signal from a blurred noisy observation sequence. The problem can be formulated in a Bayesian framework. As is usual in the Bayesian context, the computation of relevant posterior quantities is the major challenge. Previous work made substantial progress toward making this computation feasible, most notably through the Gibbs sampling approach of Chen and Li and the sequential importance sampling approach of Liu and Chen. Yet, there is room for improvement, because both global Monte Carlo strategies can be very slow to reach the target distribution. We propose two new sampling strategies for efficient restoration of digital signals. The key idea is to use inverse filtering to transform the posterior integration into a problem that is substantially more local than the direct formulation, leading to stable Monte Carlo procedures that are very fast to converge. In the final section, we consider extensions to the case of blind deconvolution, where the filter coefficients are unknown and must be estimated as the signal is being restored."
650,10.2307/2289135,10.2307/2289135,Testing a Point Null Hypothesis: The Irreconcilability of P Values and Evidence: Comment,James M. Dickey,Journal of the American Statistical Association,82,397,1987-03-01T00:00:00Z,pp. 129-130,American Statistical Association,fla,,
651,10.2307/2277047,10.2307/2277047,Experiments in the Correlation of Time Series,Victor S. von Szeliski,Journal of the American Statistical Association,24,165,1929-03-01T00:00:00Z,pp. 241-247,American Statistical Association,fla,,
